id,level,category,subcategory,stem,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,answerIndex,explanation,difficulty,image,importedAt
q0962,1,Economics,LM8: Exchange Rate Calculations,Spot = 1.01194 et forward points = -0.00103. Le forward rate (approx.) est :,1.01091,1.01089,1.01194,1.01297,1.01297,0,A,,2,,2026-01-19T23:10:28.956Z
q0194,1,Derivatives,Options,An increase in implied volatility (all else equal) will MOST likely:,Increase option premiums,Decrease option premiums,Have no effect on option premiums,Decrease call premiums but increase put premiums,Decrease call premiums but increase put premiums,0,A,Higher volatility increases the value of optionality.,2,,2026-01-20T07:12:33.517Z
q0781,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",des ménages touristes uniquement.,des entreprises non financières qui paient des salaires.,des autorités fiscales.,de grandes banques qui cotent des prix et font le market making.,de grandes banques qui cotent des prix et font le market making.,3,D,,1,,2026-01-19T23:10:30.153Z
q0068,1,Quantitative Methods,Practice Problems,Which of the following statements is correct regarding the chi-square test of independence?,The test has a one-sided rejection region.,The null hypothesis is that the two groups are dependent.,"If there are two categories, each with three levels or groups, there are six degrees of freedom.",0,,,A,"The test statistic includes squared differences between the observed and expected values, so the test involves only one side, the right side. B is in- correct because the null hypothesis is that the groups are independent, and C is incorrect because with three levels of groups for the two categorical variables, there are four degrees of freedom.",1,,2026-01-20T07:12:33.513Z
q0663,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,interdiction des IDE.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.",monnaie unique obligatoire.,tarif extérieur commun obligatoire.,tarif extérieur commun obligatoire.,1,B,,2,,2026-01-19T23:10:30.149Z
q0120,1,Quantitative Methods,Rates and Returns,"An investment earns returns of 8.00% , -5.00% , and 2.00% over three consecutive years. The geometric mean annual return is closest to:",1.53%,1.67%,1.55%,4.65%,4.65%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,q0120_q0120.png,2026-01-20T07:12:33.515Z
q0453,1,Quantitative Methods,Sampling and Estimation,"Assume population σ=12. For sample size n=64 and significance level α=0.1, the margin of error for a two-sided z confidence interval for the mean is closest to:",2.47,1.97,2.96,1.5,1.5,0,A,Margin of error = z_(α/2) × σ/√n.,4,q0453_q0453.png,2026-01-20T07:12:33.524Z
q0858,1,Economics,LM7: Capital Flows and the FX Market,Le bid-ask spread correspond à :,la différence entre PIB nominal et réel.,l’écart entre le prix d’achat (bid) et de vente (ask/offer).,le coût fixe d’un exportateur.,le différentiel d’inflation.,le différentiel d’inflation.,1,B,,1,,2026-01-19T23:10:28.952Z
q0641,1,Economics,LM6: International Trade,Un coût classique du protectionnisme est :,une perte sèche (inefficience) et des prix plus élevés pour les consommateurs.,une hausse certaine de la productivité mondiale.,un accroissement automatique de la concurrence.,une suppression des rentes domestiques.,une suppression des rentes domestiques.,0,A,,1,,2026-01-19T23:10:30.148Z
q0910,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",la devise étrangère est à forward discount (toujours).,la devise étrangère est à forward premium (ou la domestique à forward discount).,il n’existe aucune interprétation possible.,le marché est forcément en arbitrage permanent.,le marché est forcément en arbitrage permanent.,1,B,,4,,2026-01-19T23:10:28.954Z
q0208,1,Portfolio Management & Wealth Planning,Behavioral Finance,Loss aversion implies investors:,Dislike losses more than they like equivalent gains,Prefer risky assets to safe assets,Always maximize expected utility,Ignore reference points,Ignore reference points,0,A,Loss aversion: losses hurt more than equal gains feel good.,2,,2026-01-20T07:12:33.518Z
q0086,1,Quantitative Methods,Simple Linear Regression,"Based on Exhibit 1 and Exhibit 2, if Liu were to graph the 50 observations, the scatter plot summarizing this relation would be best described as:",horizontal.,upward sloping.,downward sloping.,2,,,C,The slope coefficient (shown in Exhibit 2) is negative.,1,q0086_q0086.png,2026-01-20T07:12:33.514Z
q0677,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,augmenter le prix intérieur et réduire la quantité importée.,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,baisser le prix intérieur et augmenter les importations.,baisser le prix intérieur et augmenter les importations.,0,A,,2,,2026-01-19T23:10:30.150Z
q0753,1,Economics,LM7: Capital Flows and the FX Market,Un régime de change flottant (free float) implique que :,le taux est surtout déterminé par l’offre et la demande sur le marché.,les mouvements de capitaux sont interdits.,le taux est fixé légalement à une parité fixe.,la banque centrale garantit une convertibilité zone étroite toujours.,la banque centrale garantit une convertibilité zone étroite toujours.,0,A,,1,,2026-01-19T23:10:30.152Z
q0309,1,Financial Reporting & Analysis,Cash Flow Statement,"Under the indirect method, an increase of 80 in accounts receivable will MOST likely:",Decrease cash flow from operations,Increase cash flow from operations,Increase cash flow from investing,Decrease net income directly,Decrease net income directly,0,A,Increases in non-cash current assets are uses of cash and reduce CFO.,2,,2026-01-20T07:12:33.521Z
q0059,1,Quantitative Methods,Hypothesis Testing,"In the step “stating a decision rule” in testing a hypothesis, which of the following elements must be specified?",Critical value,Power of a test Hypothesis Testing,Value of a test statistic,0,,,A,"The critical value in a decision rule is the rejection point for the test. It is the point with which the test statistic is compared to determine whether to reject the null hypothesis, which is part of the fourth step in hypothesis testing. B is incorrect because the power of a test refers to the probability of rejecting the null hypothesis when it is false.",1,q0059_q0059.png,2026-01-20T07:12:33.513Z
q0831,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",des ménages touristes uniquement.,des autorités fiscales.,des entreprises non financières qui paient des salaires.,de grandes banques qui cotent des prix et font le market making.,de grandes banques qui cotent des prix et font le market making.,3,D,,1,,2026-01-19T23:10:28.951Z
q0293,1,Financial Reporting & Analysis,Inventory,"Beginning inventory is 300, purchases are 800, and ending inventory is 320. Cost of goods sold (COGS) is closest to:",780,830,730,1100,1100,0,A,COGS = BI + Purchases − EI.,2,,2026-01-20T07:12:33.520Z
q0655,1,Economics,LM6: International Trade,Pays A peut produire 3 vin ou 13 tissu par jour. Pays B peut produire 5 vin ou 7 tissu. Le pays avec avantage comparatif en vin est :,Le pays qui a la productivité la plus élevée en vin.,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Le pays B.,Le pays B.,3,D,,3,,2026-01-19T23:10:30.149Z
q0458,1,Quantitative Methods,Probability Concepts,"Event A has probability 0.20. If P(B|A)=0.80 and P(B|not A)=0.10, P(A|B) is closest to:",0.667,0.24,0.16,0.767,0.767,0,A,Bayes: P(A|B)=P(B|A)P(A)/[P(B|A)P(A)+P(B|¬A)P(¬A)].,4,,2026-01-20T07:12:33.524Z
q0746,1,Economics,LM6: International Trade,Le principe de l’avantage comparatif implique que :,le commerce est impossible si les productivités diffèrent.,un pays exporte seulement s’il a l’avantage absolu sur tous les biens.,les tarifs augmentent toujours le bien-être mondial.,un pays se spécialise dans le bien au plus faible coût d’opportunité.,un pays se spécialise dans le bien au plus faible coût d’opportunité.,3,D,,1,,2026-01-19T23:10:30.152Z
q0862,1,Economics,LM7: Capital Flows and the FX Market,Une cotation A/B signifie généralement :,parité de pouvoir d’achat.,"nombre d’unités de B pour 1 unité de A, sans exception.","nombre d’unités de A (price) pour 1 unité de B (base), selon la convention.",taux d’intérêt de A moins celui de B.,taux d’intérêt de A moins celui de B.,2,C,,2,,2026-01-19T23:10:28.953Z
q0918,1,Economics,LM8: Exchange Rate Calculations,"Parité couverte (1 période). Spot Sf/d = 1.1146, rd = 2.87%, rf = 3.78%. Forward Ff/d (approx.) est :",1.1357,1.1132,1.1245,1.1047,1.1047,2,C,,4,,2026-01-19T23:10:28.955Z
q0707,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,augmenter le prix intérieur et réduire la quantité importée.,baisser le prix intérieur et augmenter les importations.,baisser le prix intérieur et augmenter les importations.,2,C,,2,,2026-01-19T23:10:30.151Z
q0764,1,Economics,LM7: Capital Flows and the FX Market,Un currency board se caractérise typiquement par :,une absence de réserves de change.,une politique monétaire totalement discrétionnaire.,un taux de change fixé mais sans engagement.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,une forte contrainte: base monétaire couverte par des réserves en devise d’ancrage.,3,D,,3,,2026-01-19T23:10:30.153Z
q0026,1,Quantitative Methods,Statistical Measures of Asset Returns,Statistical Measures of Asset Returns The following information relates to questions 1-5 Consider the results of an analysis focusing on the market capitalizations of a sample of 100 firms: Exhibit 1: Market Capitalization of a Sample of 100 Firms Bin Cumulative Percentage of Sample (%) Market Capitalization (euro billions) Number of Observations Lower Bound Upper Bound 0.28 15.45 15.45 21.22 21.22 29.37 29.37 32.57 32.57 34.72 34.72 37.58 37.58 39.90 39.90 41.57 41.57 44.86 44.86 46.88 46.88 49.40 49.40 51.27 51.27 53.58 53.58 56.66 56.66 58.34 58.34 63.10 63.10 67.06 67.06 73.00 73.00 81.62 81.62 96.85 The tenth percentile corresponds to observations in bin(s):,2,1 and 2.,19 and 20.,1,,,B,"The tenth percentile corresponds to the lowest 10 percent of the observations in the sample, which are in bins 1 and 2.",1,,2026-01-20T07:12:33.511Z
q0396,1,Portfolio Management & Wealth Planning,Portfolio Expected Return,"Asset A has expected return 10.00% and Asset B has expected return 10.00%. If a portfolio invests 40% in A and the rest in B, the expected return is closest to:",10.00%,11.00%,9.00%,10.00%,10.00%,0,A,Portfolio expected return is the weighted average of component expected returns.,2,q0396_q0396.png,2026-01-20T07:12:33.523Z
q0397,1,Portfolio Management & Wealth Planning,Risk-Adjusted Performance,"A portfolio has expected return 10.00%, risk-free rate 2.00%, and standard deviation 12.00%. The Sharpe ratio is closest to:",0.67,0.87,0.47,0.83,0.83,0,A,Sharpe = (E(Rp)−Rf)/σp.,3,,2026-01-20T07:12:33.523Z
q0827,1,Economics,LM7: Capital Flows and the FX Market,Les contrôles de capitaux (capital restrictions) visent le plus souvent à :,limiter certains flux transfrontaliers pour stabiliser la balance ou le change.,supprimer tout risque de crédit bancaire.,remplacer la fiscalité.,augmenter automatiquement le commerce de services.,augmenter automatiquement le commerce de services.,0,A,,3,,2026-01-19T23:10:28.951Z
q0375,1,Derivatives,Options,The payoff of a long call option at expiration is:,"max(S−K, 0)","max(K−S, 0)",S+K,K+S,K+S,0,A,"A long call pays off when the underlying price exceeds the strike: max(S−K,0).",1,q0375_q0375.png,2026-01-20T07:12:33.522Z
q0275,1,Economics,Currency Exchange Rates,"If EUR/USD = 1.15 and USD/JPY = 140.0, the implied EUR/JPY is closest to:",161,121.7,0.0082,166,166,0,A,Cross rate: EUR/JPY = (EUR/USD)×(USD/JPY).,3,,2026-01-20T07:12:33.520Z
q0167,1,Corporate Finance,Corporate Governance,A key role of the board of directors is to:,Oversee management on behalf of shareholders,Set daily operating budgets,Guarantee profits,Eliminate all business risk,Eliminate all business risk,0,A,The board monitors management and protects shareholders’ interests.,2,,2026-01-20T07:12:33.517Z
q0446,1,Quantitative Methods,Rates and Returns,"An investment has annual returns of 5.00%, 2.00%, and 9.00% over three years. The geometric mean annual return is closest to:",5.29%,5.33%,5.58%,16.74%,16.74%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,,2026-01-20T07:12:33.524Z
q0508,1,Financial Reporting & Analysis,Depreciation,"An asset costs 240,000 with salvage value 15,000 and useful life 6 years. Straight-line depreciation per year is closest to:","37,500","45,000","30,000","40,000","40,000",0,A,Straight-line depreciation = (Cost − Salvage)/Life.,2,,2026-01-20T07:12:33.526Z
q0693,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,monnaie unique obligatoire.,interdiction des IDE.,tarif extérieur commun obligatoire.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.","suppression des barrières entre membres, mais politique extérieure propre à chacun.",3,D,,2,,2026-01-19T23:10:30.150Z
q0367,1,Fixed Income,Floating-Rate Notes,"For a standard floating-rate note, if the reference rate rises, the note’s coupon payments will generally:",Increase,Decrease,Stay fixed,Become zero,Become zero,0,A,FRN coupons reset with the reference rate (plus spread).,1,,2026-01-20T07:12:33.522Z
q0589,1,Fixed Income,Duration,"A bond portfolio has modified duration of 3.2. If yields rise by 25 bps, the approximate percentage price change is closest to:",-0.80%,0.80%,-0.64%,-0.96%,-0.96%,0,A,Approx %ΔP ≈ −ModDur × Δy.,3,,2026-01-20T07:12:33.528Z
q0170,1,Corporate Finance,Capital Budgeting,A project with a positive NPV should be:,Accepted because it is expected to add value,Rejected because it increases risk,Accepted only if the IRR is below the discount rate,Rejected unless payback is short,Rejected unless payback is short,0,A,Positive NPV implies value creation relative to the required return.,1,,2026-01-20T07:12:33.517Z
q0543,1,Corporate Finance,Break-Even Analysis,"A firm has fixed costs of 50,000. If price per unit is 50 and variable cost per unit is 15, the break-even quantity (units) is closest to:","1,429","1,286","1,571","1,000","1,000",0,A,Break-even units = Fixed costs / (Price − Variable cost).,3,,2026-01-20T07:12:33.526Z
q0768,1,Economics,LM7: Capital Flows and the FX Market,Le bid-ask spread correspond à :,l’écart entre le prix d’achat (bid) et de vente (ask/offer).,le coût fixe d’un exportateur.,la différence entre PIB nominal et réel.,le différentiel d’inflation.,le différentiel d’inflation.,0,A,,1,,2026-01-19T23:10:30.153Z
q0204,1,Alternative Investments,Infrastructure,Infrastructure investments typically seek returns from:,Long-lived real assets with stable cash flows,Short-term trading gains only,High-frequency arbitrage,Guaranteed bailouts,Guaranteed bailouts,0,A,"Infrastructure often targets stable, long-duration cash flows from essential assets.",3,,2026-01-20T07:12:33.518Z
q0202,1,Alternative Investments,Hedge Funds,A common hedge fund fee structure is BEST described as:,Management fee plus performance fee,Only a performance fee,Only a management fee,Fixed coupon payments,Fixed coupon payments,0,A,Many hedge funds charge both management and incentive fees.,2,,2026-01-20T07:12:33.518Z
q0279,1,Economics,Elasticity,"Quantity demanded changes from 100 to 110 when price changes from 10 to 12. Using the midpoint method, price elasticity of demand is closest to:",0.52,0.52,0.26,0.79,0.79,0,A,Midpoint elasticity = (ΔQ/avg Q)/(ΔP/avg P). Sign is typically negative for demand.,4,,2026-01-20T07:12:33.520Z
q0487,1,Financial Reporting & Analysis,Ratios,A firm reports current assets of 520 and current liabilities of 550. Its current ratio is closest to:,0.95,1.35,0.55,-0.05,-0.05,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.525Z
q0913,1,Economics,LM8: Exchange Rate Calculations,Pourquoi les opportunités d’arbitrage de cross-rates sont-elles rares ?,Car les cross-rates sont interdits.,Car les taux spot sont fixés par la loi partout.,Car les devises ne peuvent pas être inversées.,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,Les marchés FX liquides ajustent rapidement les prix (efficience + coûts).,3,D,,2,,2026-01-19T23:10:28.955Z
q0771,1,Economics,LM7: Capital Flows and the FX Market,"Dans le marché FX, les « sell-side » sont le plus souvent :",des entreprises non financières qui paient des salaires.,des autorités fiscales.,de grandes banques qui cotent des prix et font le market making.,des ménages touristes uniquement.,des ménages touristes uniquement.,2,C,,1,,2026-01-19T23:10:30.153Z
q0420,1,Quantitative Methods,Time Value of Money,"What is the future value of 1,500 invested today at 4.00% for 2 years, compounded annually?","1,622.40","1,620.00","1,560.00","1,687.30","1,687.30",0,A,FV = PV × (1+r)^n.,2,q0420_q0420.png,2026-01-20T07:12:33.523Z
q0675,1,Economics,LM6: International Trade,Pays A peut produire 4 vin ou 10 tissu par jour. Pays B peut produire 9 vin ou 6 tissu. Le pays avec avantage comparatif en vin est :,Le pays B.,Le pays qui a la productivité la plus élevée en vin.,Impossible à déterminer sans le prix mondial.,Les deux pays ont le même avantage comparatif en vin.,Les deux pays ont le même avantage comparatif en vin.,0,A,,4,,2026-01-19T23:10:30.149Z
q0263,1,Economics,Monetary Policy,Open market purchases by a central bank are MOST likely to:,Increase the money supply,Decrease the money supply,Increase the policy rate,Decrease bank reserves,Decrease bank reserves,0,A,"Purchases inject reserves into the banking system, increasing money supply (all else equal).",2,,2026-01-20T07:12:33.519Z
q0144,1,Economics,Inflation,Which measure MOST directly reflects changes in the cost of a typical consumer basket?,Consumer Price Index (CPI),GDP deflator,Producer Price Index (PPI),Nominal GDP,Nominal GDP,0,A,CPI tracks prices of a representative basket of consumer goods and services.,2,,2026-01-20T07:12:33.516Z
q0135,1,Quantitative Methods,Descriptive Statistics,"For the data set [16, 18, 21, 31, 32], the mean and median are closest to:","mean 23.6, median 21","mean 21, median 23.6","mean 23.6, median 18","mean 23.6, median 31","mean 23.6, median 31",0,A,Mean is the arithmetic average; median is the middle observation (after sorting).,2,,2026-01-20T07:12:33.516Z
q0157,1,Financial Reporting & Analysis,Long-lived Assets,An impairment occurs when the carrying amount of an asset exceeds its:,Recoverable amount,Historical cost,Accumulated depreciation,Residual value,Residual value,0,A,Impairment is recognized when carrying value exceeds recoverable amount (concept).,3,,2026-01-20T07:12:33.516Z
q0950,1,Economics,LM8: Exchange Rate Calculations,"Si le forward Ff/d est supérieur au spot Sf/d (même convention), on dit que :",il n’existe aucune interprétation possible.,la devise étrangère est à forward discount (toujours).,la devise étrangère est à forward premium (ou la domestique à forward discount).,le marché est forcément en arbitrage permanent.,le marché est forcément en arbitrage permanent.,2,C,,3,,2026-01-19T23:10:28.956Z
q0298,1,Financial Reporting & Analysis,Income Taxes,A deferred tax liability (DTL) is MOST likely to arise when:,Tax depreciation exceeds accounting depreciation in early years,Accounting depreciation exceeds tax depreciation in early years,Permanent differences reduce taxable income,Taxable income is always equal to pretax income,Taxable income is always equal to pretax income,0,A,"Accelerated tax depreciation lowers taxes early, creating taxes payable later (DTL).",4,,2026-01-20T07:12:33.520Z
q0388,1,Alternative Investments,Real Estate,"A property has net operating income (NOI) of 90,000 and market value of 1,500,000. The capitalization rate is closest to:",6.00%,7.00%,5.00%,6.67%,6.67%,0,A,Cap rate = NOI / Property value.,2,,2026-01-20T07:12:33.523Z
q0261,1,Economics,Demand and Supply,A leftward shift in supply (with demand unchanged) will MOST likely lead to:,Higher equilibrium price and lower equilibrium quantity,Lower equilibrium price and higher equilibrium quantity,Higher equilibrium price and higher equilibrium quantity,Lower equilibrium price and lower equilibrium quantity,Lower equilibrium price and lower equilibrium quantity,0,A,Supply shift left reduces equilibrium quantity and raises equilibrium price.,2,q0261_q0261.png,2026-01-20T07:12:33.519Z
q0403,1,Portfolio Management & Wealth Planning,IPS,A key constraint in an IPS that addresses the investor’s time horizon is MOST likely the:,Liquidity needs and spending requirements,Tax rate only,Benchmark selection only,Manager fee schedule only,Manager fee schedule only,0,A,Time horizon influences liquidity/spending needs and appropriate risk profile.,2,,2026-01-20T07:12:33.523Z
q0656,1,Economics,LM6: International Trade,Le principe de l’avantage comparatif implique que :,les tarifs augmentent toujours le bien-être mondial.,un pays se spécialise dans le bien au plus faible coût d’opportunité.,le commerce est impossible si les productivités diffèrent.,un pays exporte seulement s’il a l’avantage absolu sur tous les biens.,un pays exporte seulement s’il a l’avantage absolu sur tous les biens.,1,B,,2,,2026-01-19T23:10:30.149Z
q0310,1,Corporate Finance,Capital Budgeting,"A project requires an initial outlay of 1300 and is expected to generate 400 per year for 3 years. If the discount rate is 8.00%, the NPV is closest to:",-269,-169,-369,269,269,0,A,NPV = −Outlay + Σ CF_t/(1+r)^t.,4,,2026-01-20T07:12:33.521Z
q0625,1,Economics,LM5: Introduction to Geopolitics,Des sanctions financières sont un exemple de :,tool financier de non-coopération.,politique industrielle neutre.,stabilisateur automatique.,outil purement monétaire domestique.,outil purement monétaire domestique.,0,A,,3,,2026-01-19T23:10:30.148Z
q0060,1,Quantitative Methods,Hypothesis Testing,A pooled estimator is used when testing a hypothesis concerning the:,equality of the variances of two normally distributed populations.,difference between the means of two approximately normally distributed populations with unknown but assumed equal variances.,difference between the means of two at least approximately normally dis- tributed populations with unknown and assumed unequal variances.,1,,,B,The assumption that the variances are equal allows for the combin- ing of both samples to obtain a pooled estimate of the common variance.,1,q0060_q0060.png,2026-01-20T07:12:33.513Z
q0074,1,Quantitative Methods,Simple Linear Regression,The interpretation of the intercept is the mean of the annual growth rate of the money supply:,before the shift in policy.,over the entire period.,after the shift in policy.,0,,,A,"In a simple regression with a single indicator variable, the intercept is the mean of the dependent variable when the indicator variable takes on a value of zero, which is before the shift in policy in this case.",1,q0074_q0074.png,2026-01-20T07:12:33.513Z
q0748,1,Economics,LM6: International Trade,Une quota d’importation se distingue d’un tarif car il :,limite directement la quantité importée plutôt que de taxer le prix.,subventionne automatiquement les consommateurs.,augmente toujours le surplus des consommateurs.,garantit des recettes fiscales supérieures à un tarif.,garantit des recettes fiscales supérieures à un tarif.,0,A,,3,,2026-01-19T23:10:30.152Z
q0532,1,Corporate Finance,Cost of Capital,"A firm targets 55% equity and 45% debt. If Re=11.00%, Rd=5.00%, and tax rate=25%, WACC is closest to:",7.74%,8.54%,6.94%,8.30%,8.30%,0,A,WACC = wE×Re + wD×Rd×(1−Tax).,3,,2026-01-20T07:12:33.526Z
q0571,1,Fixed Income,Bond Pricing,"A 7-year annual-pay bond has par 1,000 and coupon rate 7.00%. If YTM is 6.00%, the bond’s price is closest to:","1,055.82","1,098.06","1,013.59","1,000.00","1,000.00",0,A,Price is the PV of coupons and principal discounted at YTM.,4,q0571_q0571.png,2026-01-20T07:12:33.527Z
q0615,1,Economics,LM5: Introduction to Geopolitics,Des sanctions financières sont un exemple de :,outil purement monétaire domestique.,stabilisateur automatique.,tool financier de non-coopération.,politique industrielle neutre.,politique industrielle neutre.,2,C,,3,,2026-01-19T23:10:30.147Z
q0092,1,Quantitative Methods,Simple Linear Regression,Which of the following should Liu conclude from the results shown in Exhibit 2?,The average short interest ratio is 5.4975.,The estimated slope coefficient is different from zero at the 0.05 level of significance.,The debt ratio explains 30.54 percent of the variation in the short interest ratio.,1,,,B,"The t-statistic is −2.2219, which is outside the bounds created by the critical t-values of ±2.011 for a two-tailed test with a 5 percent significance level. The value of 2.011 is the critical t-value for the 5 percent level of significance (2.5 percent in one tail) for 48 degrees of freedom. A is incorrect because the mean of the short interest ratio is 192.3 ÷ 50 = 3.846.",1,q0092_q0092.png,2026-01-20T07:12:33.514Z
q0284,1,Financial Reporting & Analysis,Ratios,A firm has current assets of 500 and current liabilities of 250. Its current ratio is closest to:,2,2.5,1.5,1,1,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.520Z
q0643,1,Economics,LM6: International Trade,Un accord de libre-échange (FTA) implique généralement :,tarif extérieur commun obligatoire.,interdiction des IDE.,monnaie unique obligatoire.,"suppression des barrières entre membres, mais politique extérieure propre à chacun.","suppression des barrières entre membres, mais politique extérieure propre à chacun.",3,D,,2,,2026-01-19T23:10:30.148Z
q0089,1,Quantitative Methods,Simple Linear Regression,Which of the interpretations best describes Liu’s findings?,Interpretation 1,Interpretation 2,Interpretation 3,2,,,C,"Conclusions cannot be drawn regarding causation; they can be drawn only about association; therefore, Interpretations 1 and 2 are incorrect.",1,q0089_q0089.png,2026-01-20T07:12:33.514Z
q0117,1,Quantitative Methods,Rates and Returns,"An investment earns returns of 8.00% , -5.00% , and 5.00% over three consecutive years. The geometric mean annual return is closest to:",2.51%,2.67%,2.58%,7.73%,7.73%,0,A,Geometric mean annual return = [(1+r1)(1+r2)(1+r3)]^(1/3) − 1.,3,q0117_q0117.png,2026-01-20T07:12:33.515Z
q0727,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,augmenter le prix intérieur et réduire la quantité importée.,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,baisser le prix intérieur et augmenter les importations.,baisser le prix intérieur et augmenter les importations.,0,A,,2,,2026-01-19T23:10:30.151Z
q0052,1,Quantitative Methods,Hypothesis Testing,"A hypothesis test for a normally distributed population, at a 0.05 significance level, implies a:",95 percent probability of rejecting a true null hypothesis.,95 percent probability of a Type I error for a two-tailed test.,5 percent critical value rejection region for a one-tailed test.,2,,,C,"For a one-tailed hypothesis test, there is a 5 percent rejection region in one tail of the distribution. A is incorrect because a 5 percent significance level implies a 5 percent probability of rejecting the null hypothesis and a 95 percent confidence interval. B is incorrect because the probability of a Type I error (mis- takenly rejecting a true null) is the stated 5 percent significance level.",1,q0052_q0052.png,2026-01-20T07:12:33.513Z
q0745,1,Economics,LM6: International Trade,Pays A peut produire 4 vin ou 12 tissu par jour. Pays B peut produire 7 vin ou 10 tissu. Le pays avec avantage comparatif en vin est :,Le pays B.,Le pays qui a la productivité la plus élevée en vin.,Les deux pays ont le même avantage comparatif en vin.,Impossible à déterminer sans le prix mondial.,Impossible à déterminer sans le prix mondial.,0,A,,4,,2026-01-19T23:10:30.152Z
q0175,1,Equity Investments,Industry Analysis,A company with strong pricing power is MOST likely operating in an industry with:,High barriers to entry,Perfect competition,Many close substitutes,No brand differentiation,No brand differentiation,0,A,Barriers and differentiation support pricing power.,2,,2026-01-20T07:12:33.517Z
q0697,1,Economics,LM6: International Trade,Un tarif douanier (tariff) a tendance à :,augmenter le prix intérieur et réduire la quantité importée.,supprimer la perte sèche (deadweight loss).,ne pas affecter l’offre domestique.,baisser le prix intérieur et augmenter les importations.,baisser le prix intérieur et augmenter les importations.,0,A,,2,,2026-01-19T23:10:30.150Z
q0680,1,Economics,LM6: International Trade,Quel bloc correspond à une union douanière (customs union) ?,Monnaie unique sans libre circulation des biens.,Accords bilatéraux sans règles communes.,Libre-échange interne + tarif extérieur commun.,Tarifs internes maintenus + aucune coordination extérieure.,Tarifs internes maintenus + aucune coordination extérieure.,2,C,,3,,2026-01-19T23:10:30.150Z
q0096,1,Quantitative Methods,Simple Linear Regression,"Based on Exhibit 1, Olabudo should calculate a prediction interval for the actual US CPI closest to:",2.7506 to 2.7544.,2.7521 to 2.7529.,2.7981 to 2.8019.,0,,,A,The forecast interval for inflation is calculated in three steps: Step 1. Make the prediction given the US CPI forecast of 2.8: ​ ​ Y​ ⌢​ = ​ˆ ​b​ 0​ + ​ˆ ​b​ 1​X ​ = 0.0001 + ​(0.9830 × 2.8)​​ = 2.7525. ​.,1,q0096_q0096.png,2026-01-20T07:12:33.514Z
q0224,1,Ethics,Standards of Professional Conduct,A member selectively discloses a recommendation to favored clients before public release. This is MOST likely a violation of:,Fair dealing,Confidentiality,Misrepresentation,Market manipulation,Market manipulation,0,A,Fair dealing requires equitable treatment of clients when disseminating recommendations.,3,,2026-01-20T07:12:33.518Z
q0217,1,Ethics,Standards of Professional Conduct,A member accepts a paid speaking engagement from an issuer they cover. The member should MOST appropriately:,Disclose the compensation and obtain employer consent if required,Accept without disclosure if the talk is educational,Refuse any paid engagements,Trade the issuer before the talk,Trade the issuer before the talk,0,A,Compensation from outside parties can create conflicts and should be disclosed; employer consent may be required.,3,,2026-01-20T07:12:33.518Z
q0488,1,Financial Reporting & Analysis,Ratios,A firm reports current assets of 1100 and current liabilities of 260. Its current ratio is closest to:,4.23,4.63,3.83,3.23,3.23,0,A,Current ratio = Current assets / Current liabilities.,2,,2026-01-20T07:12:33.525Z
q0359,1,Fixed Income,Bond Pricing,"A 4-year annual-pay bond has par 1,000 and coupon rate 4.00%. If YTM is 3.00%, the bond price is closest to:","1,037.17","1,089.03",985.31,"1,000.00","1,000.00",0,A,Price is PV of coupons and principal discounted at YTM.,4,q0359_q0359.png,2026-01-20T07:12:33.522Z
q0179,1,Equity Investments,Corporate Actions,A 2-for-1 stock split will MOST likely:,Double shares outstanding and halve price per share (approximately),Double market capitalization,Increase shareholder equity,Create taxable income immediately,Create taxable income immediately,0,A,"Splits change share count and price, not total value, all else equal.",2,,2026-01-20T07:12:33.517Z
